time,open,high,low,close,tick_volume,spread,real_volume,return,rsi,signal
2024-07-15 18:00:00,0.67738,0.6779,0.67645,0.67675,8897,67,0,,,0
2024-07-15 19:00:00,0.67676,0.67677,0.67492,0.67546,7925,67,0,-0.0019061691909864065,,0
2024-07-15 20:00:00,0.67547,0.67614,0.67529,0.6761,3174,67,0,0.0009475024427798573,,0
2024-07-15 21:00:00,0.67611,0.67612,0.67551,0.67574,3362,67,0,-0.0005324656115959225,,0
2024-07-15 22:00:00,0.67574,0.67584,0.6756,0.67561,720,67,0,-0.00019238168526347632,,0
2024-07-15 23:00:00,0.67559,0.67576,0.67555,0.67565,347,67,0,5.920575479922974e-05,,0
2024-07-16 00:00:00,0.67567,0.67577,0.67559,0.67565,779,67,0,0.0,,0
2024-07-16 01:00:00,0.67565,0.67608,0.67564,0.6759,1505,67,0,0.0003700140605342739,,0
2024-07-16 02:00:00,0.6759,0.67595,0.67472,0.67474,3648,67,0,-0.001716230211569636,,0
2024-07-16 03:00:00,0.67474,0.6749,0.67416,0.67466,5782,67,0,-0.00011856418768707577,,0
2024-07-16 04:00:00,0.67465,0.67474,0.67385,0.67413,3964,67,0,-0.0007855808851866541,,0
2024-07-16 05:00:00,0.67412,0.67475,0.67395,0.67446,2666,67,0,0.0004895198255527866,,0
2024-07-16 06:00:00,0.67446,0.67469,0.67381,0.67387,2084,67,0,-0.000874773893188574,,0
2024-07-16 07:00:00,0.67386,0.67386,0.67336,0.67365,3005,67,0,-0.00032647246501549265,22.419928825622108,1
2024-07-16 08:00:00,0.67364,0.67403,0.67305,0.67381,4305,67,0,0.00023751206115951717,24.567474048442946,1
2024-07-16 09:00:00,0.67381,0.67432,0.67373,0.67404,4129,67,0,0.00034134251495232526,34.957627118643785,0
2024-07-16 10:00:00,0.67405,0.67405,0.67293,0.67352,4872,67,0,-0.0007714675686902872,21.956521739128405,1
2024-07-16 11:00:00,0.67352,0.67443,0.67337,0.67432,4287,67,0,0.0011877895236964697,35.912698412697836,0
2024-07-16 12:00:00,0.67433,0.67448,0.6738,0.67388,2688,67,0,-0.0006525091944477035,33.83177570093372,0
2024-07-16 13:00:00,0.67389,0.6741,0.67351,0.67402,2686,67,0,0.0002077521220393841,35.045871559632104,0
2024-07-16 14:00:00,0.67402,0.67417,0.67144,0.67205,12031,67,0,-0.0029227619358475065,25.741239892182577,1
2024-07-16 15:00:00,0.67204,0.67216,0.67113,0.67205,9086,67,0,0.0,23.152022315201663,1
2024-07-16 16:00:00,0.67206,0.67236,0.67147,0.67199,7298,67,0,-8.927907149769432e-05,27.34761120263491,1
2024-07-16 17:00:00,0.67199,0.67233,0.6717,0.67212,5058,67,0,0.0001934552597508965,29.248366013071674,1
2024-07-16 18:00:00,0.67212,0.67226,0.67187,0.67226,3578,67,0,0.00020829613759443255,33.682373472948456,0
2024-07-16 19:00:00,0.67226,0.6728,0.6721,0.67276,2434,67,0,0.0007437598548181157,35.59322033898346,0
2024-07-16 20:00:00,0.67277,0.67317,0.67257,0.67297,2165,67,0,0.0003121469766333984,41.8478260869562,0
2024-07-16 21:00:00,0.67298,0.6733,0.67284,0.6732,3241,67,0,0.0003417685780942037,45.931283905967845,0
2024-07-16 22:00:00,0.6732,0.67328,0.67299,0.67303,1516,67,0,-0.0002525252525252819,42.960288808664075,0
2024-07-16 23:00:00,0.67305,0.67312,0.67289,0.67296,789,67,0,-0.00010400725079118267,39.962825278810584,0
2024-07-17 00:00:00,0.67293,0.67319,0.67259,0.67318,2284,67,0,0.00032691393247730183,46.65354330708653,0
2024-07-17 01:00:00,0.67318,0.67319,0.67248,0.67284,2931,67,0,-0.0005050655099676504,33.982683982683426,0
2024-07-17 02:00:00,0.67283,0.67299,0.67221,0.67279,4155,67,0,-7.43118720646363e-05,37.115839243498264,0
2024-07-17 03:00:00,0.67279,0.67365,0.67247,0.67358,4794,67,0,0.0011742148367246408,45.491803278688565,1
2024-07-17 04:00:00,0.67358,0.67381,0.67321,0.67353,2958,67,0,-7.4230232489092e-05,74.99999999999812,1
2024-07-17 05:00:00,0.67354,0.67375,0.6732,0.67345,3319,67,0,-0.00011877718884079069,73.02631578947265,1
2024-07-17 06:00:00,0.67345,0.67373,0.6732,0.67337,2300,67,0,-0.00011879129853731296,72.54901960784427,1
2024-07-17 07:00:00,0.67336,0.67365,0.67312,0.67318,3263,67,0,-0.00028216285251791984,66.98717948717922,1
2024-07-17 08:00:00,0.67317,0.67348,0.67258,0.67303,6224,67,0,-0.00022282301910336866,62.30031948881879,1
2024-07-17 09:00:00,0.67303,0.67381,0.67269,0.67317,8656,67,0,0.00020801450158236534,57.4007220216612,1
2024-07-17 10:00:00,0.67317,0.67507,0.67308,0.67494,8735,67,0,0.002629350684076659,72.74826789838397,1
2024-07-17 11:00:00,0.67495,0.67514,0.67425,0.67497,7173,67,0,4.4448395412954866e-05,71.42857142857143,1
2024-07-17 12:00:00,0.67498,0.6751,0.67382,0.67385,4189,67,0,-0.0016593330073929602,58.07086614173183,1
2024-07-17 13:00:00,0.67384,0.67429,0.67355,0.67377,4617,67,0,-0.00011872078355712468,57.95677799607079,1
2024-07-17 14:00:00,0.67376,0.67407,0.67343,0.67356,5873,67,0,-0.0003116790596195962,53.74015748031561,1
2024-07-17 15:00:00,0.67355,0.67406,0.67298,0.67367,9653,67,0,0.00016331136053193696,58.55670103092836,1
2024-07-17 16:00:00,0.67367,0.67368,0.67232,0.67265,10622,67,0,-0.0015140944379296029,48.79725085910622,-1
2024-07-17 17:00:00,0.67265,0.67285,0.6721,0.67238,6760,67,0,-0.0004013974578160884,38.67924528301853,-1
2024-07-17 18:00:00,0.67238,0.67254,0.67178,0.67225,4882,67,0,-0.00019334305006091235,38.10408921933071,-1
2024-07-17 19:00:00,0.67225,0.67259,0.67187,0.67192,4505,67,0,-0.0004908888062477024,36.41207815275235,-1
2024-07-17 20:00:00,0.67191,0.67268,0.67177,0.67224,3589,67,0,0.00047624717228234026,40.37478705280997,-1
2024-07-17 21:00:00,0.67225,0.67264,0.67205,0.67232,3348,67,0,0.00011900511722018337,42.5347222222223,-1
2024-07-17 22:00:00,0.67231,0.67268,0.67216,0.67258,1145,67,0,0.00038672060923361506,46.16695059625149,-1
2024-07-17 23:00:00,0.67261,0.67273,0.67241,0.67254,619,67,0,-5.9472479110200815e-05,44.54072790294584,-1
2024-07-18 00:00:00,0.67253,0.67269,0.67241,0.67261,1277,67,0,0.000104083028518831,21.37592137592064,-1
2024-07-18 01:00:00,0.6726,0.67286,0.67234,0.67272,2828,67,0,0.0001635420228660589,22.891566265059012,-1
2024-07-18 02:00:00,0.67273,0.67277,0.67186,0.67189,4980,67,0,-0.0012337971221310085,24.611398963729428,-1
2024-07-18 03:00:00,0.67188,0.67335,0.67116,0.67301,8797,67,0,0.001666939528791822,42.24489795918352,-1
2024-07-18 04:00:00,0.67302,0.67362,0.67257,0.6736,5080,67,0,0.0008766585934829596,50.378787878787215,1
2024-07-18 05:00:00,0.67359,0.67373,0.67298,0.67336,3958,67,0,-0.00035629453681718104,47.134935304990414,1
2024-07-18 06:00:00,0.67336,0.6736,0.67321,0.67341,2804,67,0,7.425448497078158e-05,58.55855855855858,1
2024-07-18 07:00:00,0.6734,0.67385,0.67322,0.67348,4493,67,0,0.00010394856031248345,62.9716981132077,1
2024-07-18 08:00:00,0.67347,0.67383,0.67321,0.67361,6226,67,0,0.00019302726138881177,66.03773584905684,1
2024-07-18 09:00:00,0.67361,0.67402,0.67292,0.67347,7731,67,0,-0.00020783539436775023,69.13580246913645,1
2024-07-18 10:00:00,0.67347,0.67382,0.67309,0.67331,5210,67,0,-0.00023757554159808958,63.75321336760924,1
2024-07-18 11:00:00,0.67331,0.67345,0.67301,0.67308,3093,67,0,-0.0003415959959007786,59.40594059405935,1
2024-07-18 12:00:00,0.67307,0.67359,0.67296,0.67345,2665,67,0,0.0005497117727462086,60.481927710843856,1
2024-07-18 13:00:00,0.67345,0.67347,0.67267,0.67278,2987,67,0,-0.0009948771252504818,52.510460251046204,1
2024-07-18 14:00:00,0.67278,0.67373,0.67268,0.67313,8089,67,0,0.0005202294955259923,55.13833992094831,1
2024-07-18 15:00:00,0.67313,0.67345,0.67269,0.67297,8505,67,0,-0.00023769554172303753,52.44618395303297,1
2024-07-18 16:00:00,0.67297,0.67375,0.67253,0.67309,9266,67,0,0.00017831404074475365,63.63636363636318,-1
2024-07-18 17:00:00,0.67309,0.67318,0.67207,0.67216,7954,67,0,-0.0013816874415011338,39.90498812351535,-1
2024-07-18 18:00:00,0.67217,0.67243,0.67179,0.67224,5405,67,0,0.00011901928112356686,31.62162162162143,-1
2024-07-18 19:00:00,0.67225,0.6723,0.67145,0.67149,3806,67,0,-0.0011156729739377758,27.790973871734494,-1
2024-07-18 20:00:00,0.6715,0.67152,0.66974,0.67016,5739,67,0,-0.0019806698536092293,20.40072859745011,-1
2024-07-18 21:00:00,0.67015,0.6705,0.66942,0.67,5127,67,0,-0.0002387489554732669,18.817204301075463,-1
2024-07-18 22:00:00,0.66999,0.67035,0.66999,0.67027,967,67,0,0.0004029850746267716,20.80419580419489,-1
2024-07-18 23:00:00,0.6703,0.67055,0.67009,0.67041,515,67,0,0.00020887105196409905,23.25174825174642,-1
2024-07-19 00:00:00,0.67042,0.67046,0.67014,0.67022,1267,67,0,-0.0002834086603719088,23.13043478260741,-1
2024-07-19 01:00:00,0.67023,0.67053,0.67005,0.67007,1621,67,0,-0.00022380710811376048,23.45679012345539,-1
2024-07-19 02:00:00,0.67007,0.67007,0.66914,0.66968,6596,67,0,-0.0005820287432656279,16.87170474516539,-1
2024-07-19 03:00:00,0.66968,0.66997,0.66925,0.66972,6529,67,0,5.973002030801311e-05,19.762845849799476,-1
2024-07-19 04:00:00,0.66972,0.67028,0.66959,0.67025,4502,67,0,0.0007913755002091349,22.519083969464077,-1
2024-07-19 05:00:00,0.67025,0.67029,0.66965,0.66974,2686,67,0,-0.0007609101081685887,21.10912343470342,-1
2024-07-19 06:00:00,0.66974,0.67,0.66951,0.66962,1741,67,0,-0.00017917400782396786,18.962432915919592,-1
2024-07-19 07:00:00,0.66961,0.67005,0.66938,0.66983,3069,67,0,0.0003136107045786929,26.078028747432427,-1
2024-07-19 08:00:00,0.66983,0.67023,0.66948,0.66988,4216,67,0,7.464580565219592e-05,25.61983471074332,-1
2024-07-19 09:00:00,0.66988,0.67041,0.66868,0.66921,7119,67,0,-0.0010001791365618073,26.050420168065983,-1
2024-07-19 10:00:00,0.6692,0.6693,0.66865,0.66878,5015,67,0,-0.000642548676797916,32.12435233160589,-1
