time,open,high,low,close,tick_volume,spread,real_volume,return,rsi,signal
2024-07-15 18:00:00,0.89453,0.89505,0.89314,0.89434,7707,83,0,,,0
2024-07-15 19:00:00,0.89433,0.89561,0.89433,0.89543,5653,83,0,0.0012187758570565421,,0
2024-07-15 20:00:00,0.89543,0.89556,0.89499,0.89514,2332,83,0,-0.0003238667455858213,,0
2024-07-15 21:00:00,0.89514,0.8954,0.89511,0.89532,2702,83,0,0.00020108586366363035,,0
2024-07-15 22:00:00,0.89533,0.89544,0.89519,0.89538,925,83,0,6.701514542273301e-05,,0
2024-07-15 23:00:00,0.8954,0.89581,0.89509,0.89543,1132,83,0,5.584221224497199e-05,,0
2024-07-16 00:00:00,0.89542,0.89557,0.89523,0.8954,1018,83,0,-3.350345643993169e-05,,0
2024-07-16 01:00:00,0.8954,0.89541,0.89504,0.89512,780,83,0,-0.00031270940361838306,,0
2024-07-16 02:00:00,0.89512,0.89544,0.89511,0.89531,1865,83,0,0.00021226204307800423,,0
2024-07-16 03:00:00,0.89531,0.89559,0.89511,0.8954,2189,83,0,0.00010052384090419864,,0
2024-07-16 04:00:00,0.89541,0.89563,0.89538,0.89545,1292,83,0,5.584096493183033e-05,,0
2024-07-16 05:00:00,0.89545,0.89545,0.89524,0.89533,649,83,0,-0.00013401083254227508,,0
2024-07-16 06:00:00,0.89533,0.89539,0.89486,0.89492,857,83,0,-0.0004579317123294402,,0
2024-07-16 07:00:00,0.89492,0.89512,0.8948,0.89481,1623,83,0,-0.00012291601483938042,57.96610169491593,0
2024-07-16 08:00:00,0.8948,0.89496,0.89429,0.89439,3582,83,0,-0.00046937338652897065,50.7418397626113,0
2024-07-16 09:00:00,0.89439,0.89483,0.89413,0.89466,5436,83,0,0.0003018817294468956,34.901960784312635,0
2024-07-16 10:00:00,0.89466,0.89517,0.89444,0.89485,3948,83,0,0.00021237118011319112,44.08163265306032,0
2024-07-16 11:00:00,0.89485,0.89552,0.89459,0.89543,4128,83,0,0.0006481533217856938,51.92982456140273,0
2024-07-16 12:00:00,0.89543,0.89568,0.89515,0.89531,3137,83,0,-0.00013401382575961573,48.79725085910803,0
2024-07-16 13:00:00,0.8953,0.89571,0.89464,0.89475,3753,83,0,-0.0006254816767377047,40.05847953216413,0
2024-07-16 14:00:00,0.89475,0.89752,0.89463,0.89679,11789,83,0,0.0022799664710813072,62.799263351750504,0
2024-07-16 15:00:00,0.8968,0.89689,0.89547,0.89557,7590,83,0,-0.0013604076762675499,53.53218210361048,0
2024-07-16 16:00:00,0.89557,0.89632,0.89543,0.89567,5694,83,0,0.00011166073003776589,52.866242038216065,0
2024-07-16 17:00:00,0.89568,0.8957,0.89473,0.89493,3312,83,0,-0.0008261971485032937,46.60894660894666,0
2024-07-16 18:00:00,0.89494,0.89525,0.89469,0.89474,2749,83,0,-0.00021230710781849904,44.97878359264484,0
2024-07-16 19:00:00,0.89474,0.89476,0.89427,0.89456,1789,83,0,-0.00020117576055611597,44.600280504908994,0
2024-07-16 20:00:00,0.89456,0.89464,0.89373,0.89388,1700,83,0,-0.0007601502414594785,42.97297297297245,0
2024-07-16 21:00:00,0.89387,0.89398,0.89312,0.89319,1890,83,0,-0.0007719156933816418,39.84962406015022,0
2024-07-16 22:00:00,0.8932,0.89351,0.89316,0.89325,941,83,0,6.717495717589728e-05,42.51968503936951,0
2024-07-16 23:00:00,0.89324,0.89384,0.8932,0.89367,1340,83,0,0.0004701931150292715,43.62934362934301,0
2024-07-17 00:00:00,0.89366,0.89377,0.89306,0.89307,1431,83,0,-0.0006713887676658148,39.11980440097734,0
2024-07-17 01:00:00,0.89306,0.89329,0.89293,0.89312,1242,83,0,5.59866527820585e-05,34.901960784313445,0
2024-07-17 02:00:00,0.89312,0.89381,0.89299,0.89374,2464,83,0,0.000694195628806904,40.36809815950836,0
2024-07-17 03:00:00,0.89374,0.89412,0.89348,0.89353,2413,83,0,-0.0002349676639737952,42.17948717948676,-1
2024-07-17 04:00:00,0.89353,0.89364,0.89332,0.89344,1428,83,0,-0.00010072409432260176,21.367521367520155,-1
2024-07-17 05:00:00,0.89343,0.89373,0.89343,0.89347,1375,83,0,3.357808022919073e-05,27.467811158796763,-1
2024-07-17 06:00:00,0.89347,0.8936,0.89333,0.89337,959,83,0,-0.00011192317593200496,25.321888412015724,-1
