time,open,high,low,close,tick_volume,spread,real_volume,return,rsi,signal
2024-07-15 18:00:00,1.29793,1.29866,1.29645,1.29745,11439,60,0,,,0
2024-07-15 19:00:00,1.29745,1.29745,1.2959,1.2962799999999999,8716,60,0,-0.0009017688542911628,,0
2024-07-15 20:00:00,1.2962799999999999,1.29705,1.2961,1.29691,3863,60,0,0.0004860061097911039,,0
2024-07-15 21:00:00,1.29691,1.29701,1.2963,1.29653,3158,60,0,-0.00029300414061117497,,0
2024-07-15 22:00:00,1.29653,1.29664,1.29639,1.29644,821,60,0,-6.941605670518491e-05,,0
2024-07-15 23:00:00,1.29645,1.29711,1.29614,1.29624,4633,60,0,-0.00015426861250811275,,0
2024-07-16 00:00:00,1.29618,1.29654,1.29618,1.29635,911,60,0,8.486082824155083e-05,,0
2024-07-16 01:00:00,1.29635,1.29664,1.29635,1.29661,1266,60,0,0.00020056311952809658,,0
2024-07-16 02:00:00,1.29661,1.29669,1.29607,1.2962,2453,60,0,-0.0003162091916613097,,0
2024-07-16 03:00:00,1.2962,1.29631,1.29584,1.2963,2790,60,0,7.714858818075321e-05,,0
2024-07-16 04:00:00,1.2963,1.29639,1.29587,1.2960099999999999,1828,60,0,-0.00022371364653250847,,0
2024-07-16 05:00:00,1.2960099999999999,1.29622,1.2959399999999999,1.29607,1321,60,0,4.629593907456986e-05,,0
2024-07-16 06:00:00,1.29607,1.29627,1.2959100000000001,1.296,1208,60,0,-5.4009428503087875e-05,,0
2024-07-16 07:00:00,1.296,1.29603,1.29536,1.29549,2332,60,0,-0.000393518518518543,27.1028037383209,1
2024-07-16 08:00:00,1.29549,1.29581,1.29483,1.29519,5470,60,0,-0.00023157260959172365,25.32751091703389,1
2024-07-16 09:00:00,1.29519,1.29699,1.29511,1.2965900000000001,4729,60,0,0.0010809224901366932,53.22245322245558,0
2024-07-16 10:00:00,1.2965900000000001,1.29681,1.29525,1.29606,6442,60,0,-0.0004087645284940322,40.97664543524481,0
2024-07-16 11:00:00,1.29606,1.29677,1.29553,1.29649,6150,60,0,0.0003317747635140922,49.57983193277271,0
2024-07-16 12:00:00,1.2965,1.2969,1.29581,1.29626,4131,60,0,-0.00017740206249172719,48.16326530612188,0
2024-07-16 13:00:00,1.29627,1.2967,1.29582,1.2965900000000001,4723,60,0,0.0002545785567711345,53.4791252485093,0
2024-07-16 14:00:00,1.2965900000000001,1.2977,1.29351,1.2944,13340,60,0,-0.0016890458818903387,36.28691983122597,0
2024-07-16 15:00:00,1.2944,1.29547,1.2938,1.29508,8424,60,0,0.0005253399258344782,39.84063745019994,0
2024-07-16 16:00:00,1.29508,1.29536,1.29392,1.29443,8570,60,0,-0.0005018994965562129,38.61003861003935,0
2024-07-16 17:00:00,1.29443,1.29556,1.29443,1.29529,6400,60,0,0.00066438509614275,44.07971864009461,0
2024-07-16 18:00:00,1.29529,1.29541,1.29457,1.29516,4327,60,0,-0.00010036362513410335,44.92234169653687,0
2024-07-16 19:00:00,1.29516,1.29587,1.29502,1.29563,2865,60,0,0.0003628895271625687,47.494305239180115,0
2024-07-16 20:00:00,1.29562,1.29658,1.29544,1.2965499999999999,3182,60,0,0.0007100792664571642,52.85565939771451,0
2024-07-16 21:00:00,1.2965499999999999,1.29739,1.29643,1.29715,2198,60,0,0.0004627665728280661,58.53909465020539,0
2024-07-16 22:00:00,1.2971599999999999,1.29734,1.29698,1.29703,1239,60,0,-9.251050379688319e-05,59.64360587001958,0
2024-07-16 23:00:00,1.29701,1.2972000000000001,1.2966,1.29697,3402,60,0,-4.62595313909242e-05,52.31707317073052,0
2024-07-17 00:00:00,1.297,1.29729,1.29678,1.29728,1571,60,0,0.0002390186357432711,57.64411027568891,0
2024-07-17 01:00:00,1.29729,1.2974700000000001,1.29694,1.29743,1358,60,0,0.00011562654168728592,56.10389610389678,0
2024-07-17 02:00:00,1.29744,1.29753,1.29645,1.29664,2721,60,0,-0.0006088960483418004,52.30024213075072,0
2024-07-17 03:00:00,1.29664,1.29717,1.29637,1.29708,2260,60,0,0.0003393385982231045,52.92712066905528,1
2024-07-17 04:00:00,1.29708,1.29756,1.29691,1.29717,1602,60,0,6.938662225919323e-05,72.08931419457609,1
2024-07-17 05:00:00,1.29717,1.29725,1.29673,1.29724,1393,60,0,5.39636285143974e-05,69.08127208480438,1
2024-07-17 06:00:00,1.29724,1.29739,1.2965,1.2965200000000001,1259,60,0,-0.0005550245135825804,68.23734729494016,1
2024-07-17 07:00:00,1.29651,1.29727,1.29632,1.29701,2305,60,0,0.0003779347792551846,66.04477611940302,1
2024-07-17 08:00:00,1.29697,1.2987199999999999,1.29679,1.29841,10599,60,0,0.0010794057100562693,74.50980392156876,1
2024-07-17 09:00:00,1.29841,1.30106,1.29807,1.30053,10163,60,0,0.0016327662294652878,79.5893719806763,1
2024-07-17 10:00:00,1.30053,1.30275,1.30044,1.30256,10038,60,0,0.0015609020937616958,82.00212992545295,1
2024-07-17 11:00:00,1.30257,1.30411,1.3023799999999999,1.30401,8039,60,0,0.0011131924824958617,83.49609374999999,1
2024-07-17 12:00:00,1.30401,1.30416,1.30258,1.3029899999999999,4480,60,0,-0.000782202590470904,76.75044883303467,1
2024-07-17 13:00:00,1.3029899999999999,1.30383,1.30284,1.30301,4797,60,0,1.5349311967227663e-05,77.20720720720769,1
2024-07-17 14:00:00,1.30301,1.30316,1.30188,1.30294,7849,60,0,-5.372176729268041e-05,76.05893186003713,1
2024-07-17 15:00:00,1.30294,1.3033299999999999,1.30196,1.30286,11725,60,0,-6.13996039726672e-05,75.1621872103795,1
2024-07-17 16:00:00,1.30286,1.30287,1.3008,1.30101,11529,60,0,-0.0014199530264187299,68.43881856540125,1
2024-07-17 17:00:00,1.301,1.30115,1.29961,1.3002500000000001,7959,60,0,-0.0005841615360372421,63.02382908792207,1
2024-07-17 18:00:00,1.3002500000000001,1.30049,1.29961,1.30012,6463,60,0,-9.998077292838747e-05,62.08026208026228,-1
2024-07-17 19:00:00,1.30011,1.30064,1.29977,1.30019,6331,60,0,5.384118389062387e-05,62.08026208026228,-1
2024-07-17 20:00:00,1.30019,1.3008899999999999,1.30006,1.30032,4096,60,0,9.998538675115576e-05,66.35111876075652,-1
2024-07-17 21:00:00,1.30032,1.30091,1.30029,1.3005200000000001,4338,60,0,0.00015380829334343815,65.48984995586953,-1
2024-07-17 22:00:00,1.3005200000000001,1.3008899999999999,1.3002799999999999,1.30061,1486,60,0,6.920308799540642e-05,60.978043912175394,-1
2024-07-17 23:00:00,1.30056,1.30077,1.30041,1.30056,3728,60,0,-3.8443499588702856e-05,50.18867924528285,-1
2024-07-18 00:00:00,1.30048,1.30064,1.3004,1.3006,1202,60,0,3.0755982038499496e-05,33.55704697986722,-1
2024-07-18 01:00:00,1.3006,1.3007900000000001,1.30016,1.30051,1812,60,0,-6.919883130851456e-05,11.956521739135368,-1
2024-07-18 02:00:00,1.30051,1.30077,1.29992,1.30007,2495,60,0,-0.0003383288094670478,13.68159203980656,-1
2024-07-18 03:00:00,1.30007,1.30045,1.29973,1.30003,3999,60,0,-3.076757405373609e-05,13.118811881190751,-1
2024-07-18 04:00:00,1.30003,1.3001,1.29962,1.2999399999999999,2482,60,0,-6.922917163465492e-05,13.054187192120438,-1
